location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,icu_patients_per_million,hosp_patients_per_million,total_tests_per_thousand,new_tests_per_thousand,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,population,gdp_per_capita
Bhutan,23/04/2021,1008,16,1,0,1306.356,1.296,,,886.172,2.908,0.003,479495,479495,,141,771612,8708.597
Bhutan,24/04/2021,1018,10,1,0,1319.316,1.296,,,891.754,5.582,0.003,479679,479679,,184,771612,8708.597
Bhutan,25/04/2021,1022,4,1,0,1324.5,1.296,,,896.254,4.5,0.002,479686,479686,,7,771612,8708.597
Bhutan,26/04/2021,1026,4,1,0,1329.684,1.296,,,898.349,2.096,0.003,480035,480035,,349,771612,8708.597
Bhutan,27/04/2021,1053,27,1,0,1364.676,1.296,,,902.467,4.117,0.004,480181,480181,,146,771612,8708.597
Bhutan,28/04/2021,1059,6,1,0,1372.451,1.296,,,905.325,2.859,0.003,480237,480237,,56,771612,8708.597
Bhutan,29/04/2021,1066,7,1,0,1381.523,1.296,,,906.441,1.116,0.004,480330,480330,,93,771612,8708.597
Bhutan,30/04/2021,1074,8,1,0,1391.891,1.296,,,908.687,2.246,0.004,480422,480422,,92,771612,8708.597
Bhutan,01/05/2021,1106,32,1,0,1433.363,1.296,,,916.788,8.101,0.005,480498,480498,,76,771612,8708.597
Bhutan,02/05/2021,1111,5,1,0,1439.843,1.296,,,922.388,5.6,0.004,480498,480498,,0,771612,8708.597
Bhutan,03/05/2021,1119,8,1,0,1450.211,1.296,,,,,0.004,,,,,771612,8708.597
Bhutan,04/05/2021,1135,16,1,0,1470.947,1.296,,,928.535,,0.004,480818,480818,,,771612,8708.597
Bhutan,05/05/2021,1144,9,1,0,1482.61,1.296,,,930.873,2.338,0.004,480971,480971,,153,771612,8708.597
Bhutan,06/05/2021,1161,17,1,0,1504.642,1.296,,,933.135,2.261,0.005,481107,481107,,136,771612,8708.597
Bhutan,07/05/2021,1190,29,1,0,1542.226,1.296,,,935.681,2.547,0.006,481400,481400,,293,771612,8708.597
Bhutan,08/05/2021,1202,12,1,0,1557.778,1.296,,,939.51,3.828,0.005,481491,481491,,91,771612,8708.597
Bhutan,09/05/2021,1221,19,1,0,1582.402,1.296,,,942.548,3.038,0.007,,,,,771612,8708.597
Bhutan,10/05/2021,1241,20,1,0,1608.321,1.296,,,944.775,2.228,0.008,481617,481617,,,771612,8708.597
Bhutan,11/05/2021,1247,6,1,0,1616.097,1.296,,,948.109,3.333,0.007,481768,481768,,151,771612,8708.597
Bhutan,12/05/2021,1257,10,1,0,1629.057,1.296,,,951.34,3.231,0.007,481880,481880,,112,771612,8708.597
Bhutan,13/05/2021,1263,6,1,0,1636.833,1.296,,,954.2,2.86,0.006,,,,,771612,8708.597
Bhutan,14/05/2021,1276,13,1,0,1653.681,1.296,,,956.974,2.775,0.005,481953,481953,,,771612,8708.597
Bhutan,15/05/2021,1279,3,1,0,1657.569,1.296,,,961.91,4.935,0.004,482038,482038,,85,771612,8708.597
Bhutan,16/05/2021,1286,7,1,0,1666.641,1.296,,,966.58,4.671,0.004,482039,482039,,1,771612,8708.597
India,30/01/2020,1,1,,,0.001,,,,,,,,,,,1380004385,6426.674
India,31/01/2020,1,0,,,0.001,,,,,,,,,,,1380004385,6426.674
India,01/02/2020,1,0,,,0.001,,,,,,,,,,,1380004385,6426.674
India,02/02/2020,2,1,,,0.001,,,,,,,,,,,1380004385,6426.674
India,03/02/2020,3,1,,,0.002,,,,,,,,,,,1380004385,6426.674
India,04/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,05/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,06/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,07/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,08/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,09/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,10/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,11/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,12/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,13/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,14/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,15/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,16/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,17/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,18/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,19/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,20/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,21/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,22/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,23/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,24/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,25/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,26/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,27/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,28/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,29/02/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,01/03/2020,3,0,,,0.002,,,,,,,,,,,1380004385,6426.674
India,02/03/2020,5,2,,,0.004,,,,,,,,,,,1380004385,6426.674
India,03/03/2020,5,0,,,0.004,,,,,,,,,,,1380004385,6426.674
India,04/03/2020,28,23,,,0.02,,,,,,,,,,,1380004385,6426.674
India,05/03/2020,30,2,,,0.022,,,,,,,,,,,1380004385,6426.674
India,06/03/2020,31,1,,,0.022,,,,,,,,,,,1380004385,6426.674
India,07/03/2020,34,3,,,0.025,,,,,,,,,,,1380004385,6426.674
India,08/03/2020,39,5,,,0.028,,,,,,,,,,,1380004385,6426.674
India,09/03/2020,43,4,,,0.031,,,,,,,,,,,1380004385,6426.674
India,10/03/2020,56,13,,,0.041,,,,,,,,,,,1380004385,6426.674
India,11/03/2020,62,6,1,1,0.045,0.001,,,,,,,,,,1380004385,6426.674
India,12/03/2020,73,11,1,0,0.053,0.001,,,,,,,,,,1380004385,6426.674
India,13/03/2020,82,9,2,1,0.059,0.001,,,0.005,,,,,,,1380004385,6426.674
India,14/03/2020,102,20,2,0,0.074,0.001,,,,,,,,,,1380004385,6426.674
India,15/03/2020,113,11,2,0,0.082,0.001,,,,,,,,,,1380004385,6426.674
India,16/03/2020,119,6,2,0,0.086,0.001,,,,,,,,,,1380004385,6426.674
India,17/03/2020,142,23,3,1,0.103,0.002,,,,,,,,,,1380004385,6426.674
India,18/03/2020,156,14,3,0,0.113,0.002,,,0.01,,,,,,,1380004385,6426.674
India,19/03/2020,194,38,4,1,0.141,0.003,,,0.01,0,,,,,,1380004385,6426.674
India,20/03/2020,244,50,5,1,0.177,0.004,,,0.01,0.001,0.021,,,,,1380004385,6426.674
India,21/03/2020,330,86,4,-1,0.239,0.003,,,0.011,0.001,0.029,,,,,1380004385,6426.674
India,22/03/2020,396,66,7,3,0.287,0.005,,,0.012,0.001,0.036,,,,,1380004385,6426.674
India,23/03/2020,499,103,10,3,0.362,0.007,,,0.015,0.003,0.037,,,,,1380004385,6426.674
India,24/03/2020,536,37,10,0,0.388,0.007,,,0.015,0,0.043,,,,,1380004385,6426.674
India,25/03/2020,657,121,12,2,0.476,0.009,,,0.018,0.003,0.042,,,,,1380004385,6426.674
India,26/03/2020,727,70,20,8,0.527,0.014,,,,,0.041,,,,,1380004385,6426.674
India,27/03/2020,887,160,20,0,0.643,0.014,,,0.02,,0.048,,,,,1380004385,6426.674
India,28/03/2020,987,100,24,4,0.715,0.017,,,,,0.043,,,,,1380004385,6426.674
India,29/03/2020,1024,37,27,3,0.742,0.02,,,,,0.036,,,,,1380004385,6426.674
India,30/03/2020,1251,227,32,5,0.907,0.023,,,,,0.044,,,,,1380004385,6426.674
India,31/03/2020,1397,146,35,3,1.012,0.025,,,,,0.042,,,,,1380004385,6426.674
India,01/04/2020,1998,601,58,23,1.448,0.042,,,,,0.069,,,,,1380004385,6426.674
India,02/04/2020,2543,545,72,14,1.843,0.052,,,0.035,,0.084,,,,,1380004385,6426.674
India,03/04/2020,2567,24,72,0,1.86,0.052,,,0.05,0.015,0.04,,,,,1380004385,6426.674
India,04/04/2020,3082,515,86,14,2.233,0.062,,,0.058,0.008,0.043,,,,,1380004385,6426.674
India,05/04/2020,3588,506,99,13,2.6,0.072,,,0.065,0.007,0.047,,,,,1380004385,6426.674
India,06/04/2020,4778,1190,136,37,3.462,0.099,,,0.073,0.008,0.056,,,,,1380004385,6426.674
India,07/04/2020,5311,533,150,14,3.849,0.109,,,0.083,0.009,0.054,,,,,1380004385,6426.674
India,08/04/2020,5916,605,178,28,4.287,0.129,,,0.093,0.01,0.047,,,,,1380004385,6426.674
India,09/04/2020,6725,809,226,48,4.873,0.164,,,0.105,0.012,0.043,,,,,1380004385,6426.674
India,10/04/2020,7598,873,246,20,5.506,0.178,,,0.117,0.012,0.055,,,,,1380004385,6426.674
India,11/04/2020,8446,848,288,42,6.12,0.209,,,0.13,0.013,0.054,,,,,1380004385,6426.674
India,12/04/2020,9205,759,331,43,6.67,0.24,,,0.142,0.012,0.053,,,,,1380004385,6426.674
India,13/04/2020,10453,1248,358,27,7.575,0.259,,,0.158,0.016,0.049,,,,,1380004385,6426.674
India,14/04/2020,11487,1034,393,35,8.324,0.285,,,0.177,0.02,0.047,,,,,1380004385,6426.674
India,15/04/2020,12322,835,405,12,8.929,0.293,,,0.199,0.022,0.044,,,,,1380004385,6426.674
India,16/04/2020,13430,1108,448,43,9.732,0.325,,,0.22,0.021,0.042,,,,,1380004385,6426.674
India,17/04/2020,14352,922,486,38,10.4,0.352,,,0.243,0.023,0.039,,,,,1380004385,6426.674
India,18/04/2020,15722,1370,521,35,11.393,0.378,,,0.27,0.027,0.038,,,,,1380004385,6426.674
India,19/04/2020,17615,1893,559,38,12.764,0.405,,,0.291,0.021,0.041,,,,,1380004385,6426.674
India,20/04/2020,18539,924,592,33,13.434,0.429,,,,,0.038,,,,,1380004385,6426.674
India,21/04/2020,20080,1541,645,53,14.551,0.467,,,0.335,,0.039,,,,,1380004385,6426.674
India,22/04/2020,21370,1290,681,36,15.485,0.493,,,,,0.044,,,,,1380004385,6426.674
India,23/04/2020,23077,1707,721,40,16.722,0.522,,,0.363,,0.049,,,,,1380004385,6426.674
India,24/04/2020,24530,1453,780,59,17.775,0.565,,,0.393,0.03,0.049,,,,,1380004385,6426.674
India,25/04/2020,26283,1753,825,45,19.046,0.598,,,0.42,0.028,0.051,,,,,1380004385,6426.674
India,26/04/2020,27890,1607,881,56,20.21,0.638,,,0.453,0.033,0.046,,,,,1380004385,6426.674
India,27/04/2020,29451,1561,939,58,21.341,0.68,,,0.482,0.029,0.047,,,,,1380004385,6426.674
India,28/04/2020,31324,1873,1008,69,22.698,0.73,,,0.519,0.037,0.044,,,,,1380004385,6426.674
India,29/04/2020,33062,1738,1079,71,23.958,0.782,,,0.559,0.039,0.04,,,,,1380004385,6426.674
India,30/04/2020,34863,1801,1154,75,25.263,0.836,,,0.602,0.043,0.036,,,,,1380004385,6426.674
India,01/05/2020,37257,2394,1223,69,26.998,0.886,,,0.654,0.053,0.035,,,,,1380004385,6426.674
India,02/05/2020,39699,2442,1323,100,28.767,0.959,,,0.708,0.053,0.034,,,,,1380004385,6426.674
India,03/05/2020,42505,2806,1391,68,30.801,1.008,,,0.758,0.051,0.035,,,,,1380004385,6426.674
India,04/05/2020,46437,3932,1566,175,33.65,1.135,,,0.802,0.044,0.038,,,,,1380004385,6426.674
India,05/05/2020,49400,2963,1693,127,35.797,1.227,,,0.864,0.061,0.038,,,,,1380004385,6426.674
India,06/05/2020,52987,3587,1785,92,38.396,1.293,,,0.925,0.061,0.039,,,,,1380004385,6426.674
India,07/05/2020,56351,3364,1889,104,40.834,1.369,,,0.984,0.058,0.041,,,,,1380004385,6426.674
India,08/05/2020,59695,3344,1985,96,43.257,1.438,,,1.042,0.058,0.042,,,,,1380004385,6426.674
India,09/05/2020,62808,3113,2101,116,45.513,1.522,,,1.104,0.062,0.042,,,,,1380004385,6426.674
India,10/05/2020,67161,4353,2212,111,48.667,1.603,,,1.166,0.062,0.044,,,,,1380004385,6426.674
India,11/05/2020,70768,3607,2294,82,51.281,1.662,,,1.213,0.047,0.043,,,,,1380004385,6426.674
India,12/05/2020,74292,3524,2415,121,53.835,1.75,,,1.275,0.062,0.044,,,,,1380004385,6426.674
India,13/05/2020,78055,3763,2551,136,56.561,1.849,,,1.344,0.069,0.043,,,,,1380004385,6426.674
India,14/05/2020,81997,3942,2649,98,59.418,1.92,,,1.411,0.067,0.043,,,,,1380004385,6426.674
India,15/05/2020,85784,3787,2753,104,62.162,1.995,,,1.478,0.067,0.043,,,,,1380004385,6426.674
India,16/05/2020,90648,4864,2871,118,65.687,2.08,,,1.547,0.068,0.046,,,,,1380004385,6426.674
India,17/05/2020,95698,5050,3025,154,69.346,2.192,,,1.614,0.068,0.046,,,,,1380004385,6426.674
India,18/05/2020,100328,4630,3156,131,72.701,2.287,,,1.669,0.054,0.047,,,,,1380004385,6426.674
India,19/05/2020,106475,6147,3302,146,77.156,2.393,,,1.742,0.074,0.05,,,,,1380004385,6426.674
India,20/05/2020,112028,5553,3434,132,81.179,2.488,,,1.821,0.078,0.052,,,,,1380004385,6426.674
India,21/05/2020,118226,6198,3584,150,85.671,2.597,,,1.896,0.075,0.054,,,,,1380004385,6426.674
India,22/05/2020,124794,6568,3726,142,90.43,2.7,,,1.971,0.075,0.057,,,,,1380004385,6426.674
India,23/05/2020,131423,6629,3868,142,95.234,2.803,,,2.054,0.084,0.058,,,,,1380004385,6426.674
India,24/05/2020,138536,7113,4024,156,100.388,2.916,,,2.133,0.079,0.06,,,,,1380004385,6426.674
India,25/05/2020,144950,6414,4172,148,105.036,3.023,,,2.198,0.065,0.061,,,,,1380004385,6426.674
India,26/05/2020,150793,5843,4344,172,109.27,3.148,,,2.265,0.067,0.061,,,,,1380004385,6426.674
India,27/05/2020,158086,7293,4534,190,114.555,3.285,,,2.349,0.084,0.063,,,,,1380004385,6426.674
India,28/05/2020,165386,7300,4711,177,119.845,3.414,,,2.436,0.087,0.063,,,,,1380004385,6426.674
India,29/05/2020,173491,8105,4980,269,125.718,3.609,,,2.525,0.088,0.064,,,,,1380004385,6426.674
India,30/05/2020,181827,8336,5185,205,131.758,3.757,,,2.617,0.093,0.065,,,,,1380004385,6426.674
India,31/05/2020,190609,8782,5408,223,138.122,3.919,,,2.708,0.091,0.066,,,,,1380004385,6426.674
India,01/06/2020,198370,7761,5608,200,143.746,4.064,,,2.781,0.073,0.066,,,,,1380004385,6426.674
India,02/06/2020,207191,8821,5829,221,150.138,4.224,,,2.874,0.093,0.067,,,,,1380004385,6426.674
India,03/06/2020,216824,9633,6088,259,157.118,4.412,,,2.973,0.099,0.068,,,,,1380004385,6426.674
India,04/06/2020,226713,9889,6363,275,164.284,4.611,,,3.074,0.101,0.07,,,,,1380004385,6426.674
India,05/06/2020,236184,9471,6649,286,171.147,4.818,,,3.179,0.104,0.069,,,,,1380004385,6426.674
India,06/06/2020,246622,10438,6946,297,178.711,5.033,,,3.278,0.1,0.071,,,,,1380004385,6426.674
India,07/06/2020,257486,10864,7207,261,186.583,5.222,,,3.381,0.103,0.072,,,,,1380004385,6426.674
India,08/06/2020,265928,8442,7473,266,192.701,5.415,,,3.46,0.078,0.072,,,,,1380004385,6426.674
India,09/06/2020,276146,10218,7750,277,200.105,5.616,,,3.562,0.103,0.073,,,,,1380004385,6426.674
India,10/06/2020,286605,10459,8102,352,207.684,5.871,,,3.668,0.105,0.073,,,,,1380004385,6426.674
India,11/06/2020,297535,10930,8498,396,215.604,6.158,,,3.778,0.11,0.073,,,,,1380004385,6426.674
India,12/06/2020,308993,11458,8884,386,223.907,6.438,,,3.887,0.109,0.075,,,,,1380004385,6426.674
India,13/06/2020,320922,11929,9195,311,232.551,6.663,,,3.991,0.104,0.076,,,,,1380004385,6426.674
India,14/06/2020,332424,11502,9520,325,240.886,6.899,,,4.1,0.11,0.076,,,,,1380004385,6426.674
India,15/06/2020,343091,10667,9900,380,248.616,7.174,,,4.184,0.084,0.077,,,,,1380004385,6426.674
India,16/06/2020,354065,10974,11903,2003,256.568,8.625,,,4.291,0.106,0.078,,,,,1380004385,6426.674
India,17/06/2020,366946,12881,12237,334,265.902,8.867,,,4.409,0.118,0.079,,,,,1380004385,6426.674
India,18/06/2020,380532,13586,12573,336,275.747,9.111,,,4.529,0.12,0.08,,,,,1380004385,6426.674
India,19/06/2020,395048,14516,12948,375,286.266,9.383,,,4.657,0.128,0.081,,,,,1380004385,6426.674
India,20/06/2020,410451,15403,13254,306,297.427,9.604,,,4.795,0.138,0.081,,,,,1380004385,6426.674
India,21/06/2020,425282,14831,13699,445,308.174,9.927,,,4.933,0.138,0.081,,,,,1380004385,6426.674
India,22/06/2020,440215,14933,14011,312,318.995,10.153,,,5.037,0.104,0.083,,,,,1380004385,6426.674
India,23/06/2020,456183,15968,14476,465,330.566,10.49,,,5.172,0.136,0.084,,,,,1380004385,6426.674
India,24/06/2020,473105,16922,14894,418,342.829,10.793,,,5.328,0.156,0.084,,,,,1380004385,6426.674
India,25/06/2020,490401,17296,15301,407,355.362,11.088,,,5.479,0.151,0.084,,,,,1380004385,6426.674
India,26/06/2020,508953,18552,15685,384,368.805,11.366,,,5.635,0.156,0.084,,,,,1380004385,6426.674
India,27/06/2020,528859,19906,16095,410,383.23,11.663,,,5.795,0.16,0.086,,,,,1380004385,6426.674
India,28/06/2020,548318,19459,16475,380,397.331,11.938,,,5.962,0.167,0.087,,,,,1380004385,6426.674
India,29/06/2020,566840,18522,16893,418,410.752,12.241,,,6.086,0.124,0.087,,,,,1380004385,6426.674
India,30/06/2020,585481,18641,17400,507,424.26,12.609,,,6.238,0.152,0.088,,,,,1380004385,6426.674
India,01/07/2020,604641,19160,17834,434,438.144,12.923,,,6.396,0.158,0.089,,,,,1380004385,6426.674
India,02/07/2020,625544,20903,18213,379,453.291,13.198,,,6.562,0.166,0.09,,,,,1380004385,6426.674
India,03/07/2020,648315,22771,18655,442,469.792,13.518,,,6.737,0.175,0.092,,,,,1380004385,6426.674
India,04/07/2020,673165,24850,19268,613,487.799,13.962,,,6.913,0.176,0.093,,,,,1380004385,6426.674
India,05/07/2020,697413,24248,19693,425,505.37,14.27,,,7.094,0.18,0.095,,,,,1380004385,6426.674
India,06/07/2020,719664,22251,20159,466,521.494,14.608,,,7.224,0.131,0.097,,,,,1380004385,6426.674
India,07/07/2020,742417,22753,20642,483,537.982,14.958,,,7.399,0.175,0.098,,,,,1380004385,6426.674
India,08/07/2020,767296,24879,21129,487,556.01,15.311,,,7.59,0.19,0.099,,,,,1380004385,6426.674
India,09/07/2020,793802,26506,21604,475,575.217,15.655,,,7.783,0.194,0.1,,,,,1380004385,6426.674
India,10/07/2020,820916,27114,22123,519,594.865,16.031,,,7.989,0.206,0.1,,,,,1380004385,6426.674
India,11/07/2020,849522,28606,22673,550,615.594,16.43,,,8.193,0.205,0.1,,,,,1380004385,6426.674
India,12/07/2020,878254,28732,23174,501,636.414,16.793,,,8.396,0.203,0.101,,,,,1380004385,6426.674
India,13/07/2020,906752,28498,23727,553,657.065,17.193,,,8.555,0.159,0.102,,,,,1380004385,6426.674
India,14/07/2020,936181,29429,24309,582,678.39,17.615,,,8.763,0.207,0.103,,,,,1380004385,6426.674
India,15/07/2020,968857,32676,24914,605,702.068,18.054,,,8.995,0.232,0.104,,,,,1380004385,6426.674
India,16/07/2020,1003832,34975,25602,688,727.412,18.552,,,9.231,0.237,0.105,,,,,1380004385,6426.674
India,17/07/2020,1039084,35252,26273,671,752.957,19.038,,,9.473,0.241,0.107,,,,,1380004385,6426.674
India,18/07/2020,1077781,38697,26816,543,780.998,19.432,,,9.735,0.262,0.107,,,,,1380004385,6426.674
India,19/07/2020,1118206,40425,27497,681,810.292,19.925,,,9.994,0.26,0.109,,,,,1380004385,6426.674
India,20/07/2020,1155338,37132,28082,585,837.199,20.349,,,10.18,0.186,0.111,,,,,1380004385,6426.674
India,21/07/2020,1193078,37740,28732,650,864.547,20.82,,,10.421,0.242,0.112,,,,,1380004385,6426.674
India,22/07/2020,1238798,45720,29861,1129,897.677,21.638,,,10.67,0.249,0.117,,,,,1380004385,6426.674
India,23/07/2020,1288108,49310,30601,740,933.409,22.175,,,10.924,0.254,0.122,,,,,1380004385,6426.674
India,24/07/2020,1337024,48916,31358,757,968.855,22.723,,,11.18,0.256,0.126,,,,,1380004385,6426.674
India,25/07/2020,1385635,48611,32060,702,1004.08,23.232,,,11.485,0.305,0.127,,,,,1380004385,6426.674
India,26/07/2020,1435616,49981,32771,711,1040.298,23.747,,,11.805,0.32,0.127,,,,,1380004385,6426.674
India,27/07/2020,1480073,44457,33408,637,1072.513,24.209,,,12.179,0.374,0.118,,,,,1380004385,6426.674
India,28/07/2020,1531669,51596,34193,785,1109.902,24.777,,,12.561,0.383,0.115,,,,,1380004385,6426.674
India,29/07/2020,1581963,50294,34955,762,1146.346,25.33,,,12.858,0.296,0.114,,,,,1380004385,6426.674
India,30/07/2020,1634746,52783,35718,763,1184.595,25.883,,,13.181,0.324,0.111,,,,,1380004385,6426.674
India,31/07/2020,1695988,61242,36511,793,1228.973,26.457,,,13.647,0.466,0.105,,,,,1380004385,6426.674
India,01/08/2020,1750723,54735,37364,853,1268.636,27.075,,,14.028,0.381,0.104,,,,,1380004385,6426.674
India,02/08/2020,1803695,52972,38135,771,1307.021,27.634,,,14.364,0.336,0.104,,,,,1380004385,6426.674
India,03/08/2020,1855745,52050,38938,803,1344.738,28.216,,,14.64,0.276,0.111,,,,,1380004385,6426.674
India,04/08/2020,1908254,52509,39795,857,1382.788,28.837,,,15.119,0.48,0.107,,,,,1380004385,6426.674
India,05/08/2020,1964536,56282,40699,904,1423.572,29.492,,,15.568,0.449,0.102,,,,,1380004385,6426.674
India,06/08/2020,2027074,62538,41585,886,1468.89,30.134,,,16.05,0.482,0.099,,,,,1380004385,6426.674
India,07/08/2020,2088611,61537,42518,933,1513.481,30.81,,,16.513,0.463,0.099,,,,,1380004385,6426.674
India,08/08/2020,2153010,64399,43379,861,1560.147,31.434,,,16.947,0.434,0.1,,,,,1380004385,6426.674
India,09/08/2020,2215074,62064,44386,1007,1605.121,32.164,,,17.468,0.521,0.096,,,,,1380004385,6426.674
India,10/08/2020,2268675,53601,45257,871,1643.962,32.795,,,17.814,0.346,0.094,,,,,1380004385,6426.674
India,11/08/2020,2329638,60963,46091,834,1688.138,33.399,,,18.32,0.506,0.095,,,,,1380004385,6426.674
India,12/08/2020,2396637,66999,47033,942,1736.688,34.082,,,18.852,0.531,0.095,,,,,1380004385,6426.674
India,13/08/2020,2461190,64553,48040,1007,1783.465,34.811,,,19.453,0.602,0.092,,,,,1380004385,6426.674
India,14/08/2020,2525922,64732,49036,996,1830.372,35.533,,,20.068,0.615,0.089,,,,,1380004385,6426.674
India,15/08/2020,2589952,64030,49980,944,1876.771,36.217,,,20.698,0.629,0.084,,,,,1380004385,6426.674
India,16/08/2020,2647663,57711,50921,941,1918.59,36.899,,,21.239,0.541,0.083,,,,,1380004385,6426.674
India,17/08/2020,2702681,55018,51797,876,1958.458,37.534,,,21.769,0.53,0.08,,,,,1380004385,6426.674
India,18/08/2020,2767253,64572,52888,1091,2005.249,38.325,,,22.421,0.652,0.077,,,,,1380004385,6426.674
India,19/08/2020,2836925,69672,53866,978,2055.736,39.033,,,23.002,0.581,0.077,,,,,1380004385,6426.674
India,20/08/2020,2905825,68900,54849,983,2105.664,39.746,,,23.667,0.666,0.076,,,,,1380004385,6426.674
India,21/08/2020,2975701,69876,55794,945,2156.298,40.43,,,24.252,0.584,0.078,,,,,1380004385,6426.674
India,22/08/2020,3044940,69239,56706,912,2206.471,41.091,,,24.993,0.742,0.077,,,,,1380004385,6426.674
India,23/08/2020,3106348,61408,57542,836,2250.97,41.697,,,25.574,0.581,0.077,,,,,1380004385,6426.674
India,24/08/2020,3167323,60975,58390,848,2295.154,42.311,,,26.016,0.442,0.079,,,,,1380004385,6426.674
India,25/08/2020,3224547,57224,59357,967,2336.621,43.012,,,26.687,0.671,0.078,,,,,1380004385,6426.674
India,26/08/2020,3310234,85687,60472,1115,2398.713,43.82,,,27.284,0.597,0.08,,,,,1380004385,6426.674
India,27/08/2020,3387500,77266,61529,1057,2454.702,44.586,,,27.954,0.67,0.081,,,,,1380004385,6426.674
India,28/08/2020,3463972,76472,62550,1021,2510.117,45.326,,,28.607,0.653,0.081,,,,,1380004385,6426.674
India,29/08/2020,3542733,78761,63498,948,2567.19,46.013,,,29.28,0.673,0.084,,,,,1380004385,6426.674
India,30/08/2020,3621245,78512,64469,971,2624.082,46.717,,,30.045,0.765,0.083,,,,,1380004385,6426.674
India,31/08/2020,3691166,69921,65288,819,2674.749,47.31,,,30.658,0.613,0.082,,,,,1380004385,6426.674
India,01/09/2020,3769523,78357,66333,1045,2731.53,48.067,,,31.395,0.737,0.084,,,,,1380004385,6426.674
India,02/09/2020,3853406,83883,67376,1043,2792.314,48.823,,,32.128,0.734,0.081,,,,,1380004385,6426.674
India,03/09/2020,3936747,83341,68472,1096,2852.706,49.617,,,32.978,0.849,0.079,,,,,1380004385,6426.674
India,04/09/2020,4023179,86432,69561,1089,2915.338,50.406,,,33.825,0.848,0.078,,,,,1380004385,6426.674
India,05/09/2020,4113811,90632,70626,1065,2981.013,51.178,,,34.593,0.768,0.078,,,,,1380004385,6426.674
India,06/09/2020,4204613,90802,71642,1016,3046.811,51.914,,,35.385,0.792,0.079,,,,,1380004385,6426.674
India,07/09/2020,4280422,75809,72775,1133,3101.745,52.735,,,35.907,0.522,0.081,,,,,1380004385,6426.674
India,08/09/2020,4370128,89706,73890,1115,3166.749,53.543,,,36.703,0.796,0.082,,,,,1380004385,6426.674
India,09/09/2020,4465863,95735,75062,1172,3236.122,54.393,,,37.54,0.837,0.082,,,,,1380004385,6426.674
India,10/09/2020,4562414,96551,76271,1209,3306.087,55.269,,,38.358,0.819,0.084,,,,,1380004385,6426.674
India,11/09/2020,4659984,97570,77472,1201,3376.789,56.139,,,39.201,0.843,0.086,,,,,1380004385,6426.674
India,12/09/2020,4754356,94372,78586,1114,3445.175,56.946,,,39.992,0.791,0.086,,,,,1380004385,6426.674
India,13/09/2020,4846427,92071,79722,1136,3511.892,57.769,,,40.769,0.777,0.086,,,,,1380004385,6426.674
India,14/09/2020,4930236,83809,80776,1054,3572.623,58.533,,,41.478,0.709,0.085,,,,,1380004385,6426.674
India,15/09/2020,5020359,90123,82066,1290,3637.93,59.468,,,42.255,0.777,0.085,,,,,1380004385,6426.674
India,16/09/2020,5118253,97894,83198,1132,3708.867,60.288,,,43.064,0.809,0.086,,,,,1380004385,6426.674
India,17/09/2020,5214677,96424,84372,1174,3778.739,61.139,,,43.888,0.824,0.085,,,,,1380004385,6426.674
India,18/09/2020,5308014,93337,85619,1247,3846.375,62.043,,,44.617,0.729,0.087,,,,,1380004385,6426.674
India,19/09/2020,5400619,92605,86752,1133,3913.48,62.864,,,45.257,0.639,0.089,,,,,1380004385,6426.674
India,20/09/2020,5487580,86961,87882,1130,3976.495,63.682,,,46.131,0.874,0.087,,,,,1380004385,6426.674
